id,code,name,parent_id/id,level,is_debt_account,is_general_account,account_type,allowed_compare,chart_template_id/id
chart111,111,Tiền mặt,,1,0,1,asset_cash,,l10n_vn.vn_template
chart1111,1111,Tiền Việt Nam,chart111,2,0,0,asset_cash,,l10n_vn.vn_template
chart1112,1112,Ngoại tệ,chart111,2,0,0,asset_cash,,l10n_vn.vn_template
chart1113,1113,Vàng tiền tệ,chart111,2,0,0,asset_cash,,l10n_vn.vn_template
chart112,112,Tiền gửi ngân hàng,,1,0,1,asset_cash,,l10n_vn.vn_template
chart1121,1121,Tiền Việt Nam,chart112,2,0,1,asset_cash,,l10n_vn.vn_template
chart11211,11211,Tiền Việt Nam - Ngân hàng...,chart1121,3,0,0,asset_cash,,l10n_vn.vn_template
chart1122,1122,Ngoại tệ,chart112,2,0,1,asset_cash,,l10n_vn.vn_template
chart11221,11221,Ngoại tệ,chart1122,3,0,1,asset_cash,,l10n_vn.vn_template
chart112211,112211,Ngoại tệ Ngân hàng...,chart11221,4,0,0,asset_cash,,l10n_vn.vn_template
chart1123,1123,Vàng tiền tệ,chart112,2,0,0,asset_cash,,l10n_vn.vn_template
chart113,113,Tiền đang chuyển,,1,0,1,asset_current,,l10n_vn.vn_template
chart1131,1131,Tiền Việt Nam,chart113,2,0,0,asset_current,,l10n_vn.vn_template
chart1132,1132,Ngoại tệ,chart113,2,0,0,asset_current,,l10n_vn.vn_template
chart121,121,Chứng khoán kinh doanh,,1,0,1,asset_current,,l10n_vn.vn_template
chart1211,1211,Chứng khoán kinh doanh: cổ phiếu,chart121,2,0,0,asset_current,,l10n_vn.vn_template
chart1212,1212,Chứng khoán kinh doanh: trái phiếu,chart121,2,0,0,asset_current,,l10n_vn.vn_template
chart1218,1218,Chứng khoán và công cụ tài chính khác,chart121,2,0,0,asset_current,,l10n_vn.vn_template
chart128,128,Đầu tư nắm giữ đến ngày đáo hạn,,1,0,1,asset_current,,l10n_vn.vn_template
chart1281,1281,Tiền gởi có kỳ hạn,chart128,2,0,1,asset_current,,l10n_vn.vn_template
chart12811,12811,Tiền gởi có kỳ hạn: <= 3 tháng,chart1281,3,0,0,asset_current,,l10n_vn.vn_template
chart12812,12812,Tiền gởi có kỳ hạn: > 3 tháng và <= 12 tháng,chart1281,3,0,0,asset_current,,l10n_vn.vn_template
chart12813,12813,Tiền gởi có kỳ hạn: > 12 tháng,chart1281,3,0,0,asset_current,,l10n_vn.vn_template
chart1282,1282,Trái phiếu,chart128,2,0,1,asset_current,,l10n_vn.vn_template
chart12821,12821,Trái phiếu: ngắn hạn,chart1282,3,0,0,asset_current,,l10n_vn.vn_template
chart12822,12822,Trái phiếu: dài hạn,chart1282,3,0,0,asset_current,,l10n_vn.vn_template
chart1283,1283,Cho vay,chart128,2,0,1,asset_current,,l10n_vn.vn_template
chart12831,12831,Cho vay: ngắn hạn,chart1283,3,0,0,asset_current,,l10n_vn.vn_template
chart12832,12832,Cho vay: dài hạn,chart1283,3,0,0,asset_current,,l10n_vn.vn_template
chart1288,1288,Các khoản đầu tư khác nắm giữ đến ngày đáo hạn,chart128,2,0,1,asset_current,,l10n_vn.vn_template
chart12881,12881,Các khoản đầu tư khác nắm giữ đến ngày đáo hạn: <= 3 tháng,chart1288,3,0,0,asset_current,,l10n_vn.vn_template
chart12882,12882,Các khoản đầu tư khác nắm giữ đến ngày đáo hạn: > 3 tháng và <= 12 tháng,chart1288,3,0,0,asset_current,,l10n_vn.vn_template
chart12883,12883,Các khoản đầu tư khác nắm giữ đến ngày đáo hạn: > 12 tháng,chart1288,3,0,0,asset_current,,l10n_vn.vn_template
chart131,131,Phải thu khách hàng,,1,1,1,asset_receivable,1,l10n_vn.vn_template
chart1311,1311,Phải thu ngắn hạn khách hàng,chart131,2,1,1,asset_receivable,1,l10n_vn.vn_template
chart13111,13111,Phải thu ngắn hạn khách hàng: hoạt động SXKD,chart1311,3,1,0,asset_receivable,1,l10n_vn.vn_template
chart13112,13112,Phải thu ngắn hạn khách hàng: hoạt động đầu tư,chart1311,3,1,0,asset_receivable,1,l10n_vn.vn_template
chart13113,13113,Phải thu ngắn hạn khách hàng: hoạt động tài chính,chart1311,3,1,0,asset_receivable,1,l10n_vn.vn_template
chart1312,1312,Phải thu dài hạn khách hàng,chart131,2,1,1,asset_receivable,1,l10n_vn.vn_template
chart13121,13121,Phải thu dài hạn khách hàng: hoạt động SXKD,chart1312,3,1,0,asset_receivable,1,l10n_vn.vn_template
chart13122,13122,Phải thu dài hạn khách hàng: hoạt động đầu tư,chart1312,3,1,0,asset_receivable,1,l10n_vn.vn_template
chart13123,13123,Phải thu dài hạn khách hàng: hoạt động tài chính,chart1312,3,1,0,asset_receivable,1,l10n_vn.vn_template
chart133,133,Thuế GTGT được khấu trừ,,1,0,1,asset_current,,l10n_vn.vn_template
chart1331,1331,Thuế GTGT được khấu trừ của hàng hoá dịch vụ,chart133,2,0,1,asset_current,,l10n_vn.vn_template
chart13311,13311,Thuế GTGT được khấu trừ của hàng hoá dịch vụ,chart1331,3,0,1,asset_current,,l10n_vn.vn_template
chart133111,133111,Thuế GTGT được khấu trừ của hàng hoá dịch vụ: HĐ SXKD,chart13311,4,0,0,asset_current,,l10n_vn.vn_template
chart133112,133112,Thuế GTGT được khấu trừ của hàng hoá dịch vụ: HĐ đầu tư,chart13311,4,0,0,asset_current,,l10n_vn.vn_template
chart133113,133113,Thuế GTGT được khấu trừ của hàng hoá dịch vụ: HĐ tài chính,chart13311,4,0,0,asset_current,,l10n_vn.vn_template
chart13312,13312,Thuế GTGT được khấu trừ của hàng nhập khẩu,chart1331,3,0,1,asset_current,,l10n_vn.vn_template
chart133121,133121,Thuế GTGT được khấu trừ của hàng nhập khẩu: HĐ SXKD,chart13312,4,0,0,asset_current,,l10n_vn.vn_template
chart133122,133122,Thuế GTGT được khấu trừ của hàng nhập khẩu: HĐ đầu tư,chart13312,4,0,0,asset_current,,l10n_vn.vn_template
chart133123,133123,Thuế GTGT được khấu trừ của hàng nhập khẩu: HĐ tài chính,chart13312,4,0,0,asset_current,,l10n_vn.vn_template
chart13313,13313,"Thuế GTGT trả lại nhà c.cấp, giảm giá hàng mua",chart1331,3,0,1,asset_current,,l10n_vn.vn_template
chart133131,133131,"Thuế GTGT trả lại nhà c.cấp, giảm giá hàng mua: HĐ SXKD",chart13313,4,0,0,asset_current,,l10n_vn.vn_template
chart133132,133132,"Thuế GTGT trả lại nhà c.cấp, giảm giá hàng mua: HĐ đầu tư",chart13313,4,0,0,asset_current,,l10n_vn.vn_template
chart133133,133133,"Thuế GTGT trả lại nhà c.cấp, giảm giá hàng mua: HĐ tài chính",chart13313,4,0,0,asset_current,,l10n_vn.vn_template
chart13314,13314,Thuế GTGT được hoàn lại,chart1331,3,0,1,asset_current,,l10n_vn.vn_template
chart133141,133141,Thuế GTGT đề nghị hoàn lại,chart13314,4,0,1,asset_current,,l10n_vn.vn_template
chart1331411,1331411,Thuế GTGT đề nghị hoàn lại: HĐ SXKD,chart133141,5,0,0,asset_current,,l10n_vn.vn_template
chart1331412,1331412,Thuế GTGT đề nghị hoàn lại: HĐ đầu tư,chart133141,5,0,0,asset_current,,l10n_vn.vn_template
chart1331413,1331413,Thuế GTGT đề nghị hoàn lại: HĐ tài chính,chart133141,5,0,0,asset_current,,l10n_vn.vn_template
chart133142,133142,Thuế GTGT thực tế được hoàn lại,chart13314,4,0,1,asset_current,,l10n_vn.vn_template
chart1331421,1331421,Thuế GTGT thực tế được hoàn lại: HĐ SXKD,chart133142,5,0,0,asset_current,,l10n_vn.vn_template
chart1331422,1331422,Thuế GTGT thực tế được hoàn lại: HĐ đầu tư,chart133142,5,0,0,asset_current,,l10n_vn.vn_template
chart1331423,1331423,Thuế GTGT thực tế được hoàn lại: HĐ tài chính,chart133142,5,0,0,asset_current,,l10n_vn.vn_template
chart1332,1332,Thuế GTGT được khấu trừ của TSCĐ,chart133,2,0,1,asset_current,,l10n_vn.vn_template
chart13321,13321,Thuế GTGT được khấu trừ của TSCĐ: Trong nước,chart1332,3,0,0,asset_current,,l10n_vn.vn_template
chart13322,13322,Thuế GTGT được khấu trừ của TSCĐ: Nhập khẩu,chart1332,3,0,0,asset_current,,l10n_vn.vn_template
chart136,136,Phải thu nội bộ,,1,0,1,asset_receivable,1,l10n_vn.vn_template
chart1361,1361,Vốn kinh doanh ở các đơn vị trực thuộc,chart136,2,0,0,asset_receivable,1,l10n_vn.vn_template
chart1362,1362,Phải thu nội bộ về chênh lệch tỷ giá,chart136,2,0,1,asset_receivable,1,l10n_vn.vn_template
chart13621,13621,Phải thu nội bộ về chênh lệch tỷ giá: ngắn hạn,chart1362,3,0,0,asset_receivable,1,l10n_vn.vn_template
chart13622,13622,Phải thu nội bộ về chênh lệch tỷ giá: dài hạn,chart1362,3,0,0,asset_receivable,1,l10n_vn.vn_template
chart1363,1363,Phải thu nội bộ về chi phí đi vay đủ điều kiện được vốn hoá,chart136,2,0,1,asset_receivable,1,l10n_vn.vn_template
chart13631,13631,Phải thu nội bộ về chi phí đi vay đủ điều kiện được vốn hoá: ngắn hạn,chart1363,3,0,0,asset_receivable,1,l10n_vn.vn_template
chart13632,13632,Phải thu nội bộ về chi phí đi vay đủ điều kiện được vốn hoá: dài hạn,chart1363,3,0,0,asset_receivable,1,l10n_vn.vn_template
chart1368,1368,Phải thu nội bộ khác,chart136,2,0,1,asset_receivable,1,l10n_vn.vn_template
chart13681,13681,Phải thu nội bộ khác: ngắn hạn,chart1368,3,0,0,asset_receivable,1,l10n_vn.vn_template
chart13682,13682,Phải thu nội bộ khác: dài hạn,chart1368,3,0,0,asset_receivable,1,l10n_vn.vn_template
chart138,138,Phải thu khác,,1,0,1,asset_receivable,1,l10n_vn.vn_template
chart1381,1381,Tài sản thiếu chờ xử lý,chart138,2,0,1,asset_receivable,1,l10n_vn.vn_template
chart13811,13811,Tài sản thiếu chờ xử lý: tiền,chart1381,3,0,0,asset_receivable,1,l10n_vn.vn_template
chart13812,13812,Tài sản thiếu chờ xử lý: hàng tồn kho,chart1381,3,0,0,asset_receivable,1,l10n_vn.vn_template
chart13813,13813,Tài sản thiếu chờ xử lý: tài sản cố định,chart1381,3,0,0,asset_receivable,1,l10n_vn.vn_template
chart13818,13818,Tài sản thiếu chờ xử lý: tài sản khác,chart1381,3,0,0,asset_receivable,1,l10n_vn.vn_template
chart1385,1385,Phải thu về cổ phần hóa,chart138,2,0,1,asset_receivable,1,l10n_vn.vn_template
chart13851,13851,Phải thu về cổ phần hóa: ngắn hạn,chart1385,3,0,0,asset_receivable,1,l10n_vn.vn_template
chart13852,13852,Phải thu về cổ phần hóa: dài hạn,chart1385,3,0,0,asset_receivable,1,l10n_vn.vn_template
chart1388,1388,Phải thu khác,chart138,2,1,1,asset_receivable,1,l10n_vn.vn_template
chart13881,13881,Phải thu ngắn hạn khác,chart1388,3,1,1,asset_receivable,1,l10n_vn.vn_template
chart138811,138811,Phải thu ngắn hạn khác: HĐ SXKD,chart13881,4,1,1,asset_receivable,1,l10n_vn.vn_template
chart1388111,1388111,Cho mượn,chart138811,5,1,0,asset_receivable,1,l10n_vn.vn_template
chart1388112,1388112,Các khoản chi hộ,chart138811,5,1,0,asset_receivable,1,l10n_vn.vn_template
chart1388118,1388118,Phải thu ngắn hạn HĐ SXKD khác,chart138811,5,1,0,asset_receivable,1,l10n_vn.vn_template
chart138812,138812,Phải thu ngắn hạn khác: HĐ đầu tư,chart13881,4,1,1,asset_receivable,1,l10n_vn.vn_template
chart1388121,1388121,"Phải thu về cổ tức, lợi nhuận được chia",chart138812,5,1,0,asset_receivable,1,l10n_vn.vn_template
chart1388128,1388128,Phải thu ngắn hạn HĐ đầu tư khác,chart138812,5,1,0,asset_receivable,1,l10n_vn.vn_template
chart138813,138813,Phải thu ngắn hạn khác: HĐ tài chính,chart13881,4,1,0,asset_receivable,1,l10n_vn.vn_template
chart13882,13882,Phải thu dài hạn khác,chart1388,3,1,1,asset_receivable,1,l10n_vn.vn_template
chart138821,138821,Phải thu dài hạn khác: HĐ SXKD,chart13882,4,1,1,asset_receivable,1,l10n_vn.vn_template
chart1388211,1388211,Cho mượn,chart138821,5,1,0,asset_receivable,1,l10n_vn.vn_template
chart1388212,1388212,Các khoản chi hộ,chart138821,5,1,0,asset_receivable,1,l10n_vn.vn_template
chart1388218,1388218,Phải thu dài hạn HĐ SXKD khác,chart138821,5,1,0,asset_receivable,1,l10n_vn.vn_template
chart138822,138822,Phải thu dài hạn khác: HĐ đầu tư,chart13882,4,1,1,asset_receivable,1,l10n_vn.vn_template
chart1388221,1388221,"Phải thu về cổ tức, lợi nhuận được chia",chart138822,5,1,0,asset_receivable,1,l10n_vn.vn_template
chart1388228,1388228,Phải thu dài hạn HĐ đầu tư khác,chart138822,5,1,0,asset_receivable,1,l10n_vn.vn_template
chart138823,138823,Phải thu dài hạn khác: HĐ tài chính,chart13882,4,1,0,asset_receivable,1,l10n_vn.vn_template
chart141,141,Tạm ứng,,1,1,1,asset_receivable,1,l10n_vn.vn_template
chart1411,1411,Tạm ứng: ngắn hạn,chart141,2,1,0,asset_receivable,1,l10n_vn.vn_template
chart1412,1412,Tạm ứng: dài hạn,chart141,2,1,0,asset_receivable,1,l10n_vn.vn_template
chart151,151,Hàng mua đang đi trên đừơng,,1,0,0,asset_current,,l10n_vn.vn_template
chart152,152,"Nguyên liệu, vật liệu",,1,0,1,asset_current,,l10n_vn.vn_template
chart1521,1521,"Nguyên liệu, vật liệu chính",chart152,2,0,0,asset_current,,l10n_vn.vn_template
chart1522,1522,Vật liệu phụ,chart152,2,0,0,asset_current,,l10n_vn.vn_template
chart1523,1523,Nhiên liệu,chart152,2,0,0,asset_current,,l10n_vn.vn_template
chart1524,1524,Phụ tùng,chart152,2,0,0,asset_current,,l10n_vn.vn_template
chart1526,1526,Thiết bị XDCB,chart152,2,0,0,asset_current,,l10n_vn.vn_template
chart1528,1528,Vật liệu khác,chart152,2,0,0,asset_current,,l10n_vn.vn_template
chart153,153,"Công cụ, dụng cụ",,1,0,1,asset_current,,l10n_vn.vn_template
chart1531,1531,"Công cụ, dụng cụ",chart153,2,0,0,asset_current,,l10n_vn.vn_template
chart1532,1532,Bao bì luân chuyển,chart153,2,0,0,asset_current,,l10n_vn.vn_template
chart1533,1533,Đồ dùng cho thuê,chart153,2,0,0,asset_current,,l10n_vn.vn_template
chart1534,1534,"Thiết bị, phụ tùng thay thế",chart153,2,0,1,asset_current,,l10n_vn.vn_template
chart15341,15341,"Thiết bị, phụ tùng thay thế: ngắn hạn",chart1534,3,0,0,asset_current,,l10n_vn.vn_template
chart15342,15342,"Thiết bị, phụ tùng thay thế: dài hạn",chart1534,3,0,0,asset_current,,l10n_vn.vn_template
chart154,154,Chi phí SXKD dở dang,,1,0,1,asset_current,,l10n_vn.vn_template
chart1541,1541,Chi phí SXKD dở dang: ngắn hạn,chart154,2,0,0,asset_current,,l10n_vn.vn_template
chart1542,1542,Chi phí SXKD dở dang: dài hạn,chart154,2,0,0,asset_current,,l10n_vn.vn_template
chart155,155,Thành phẩm,,1,0,1,asset_current,,l10n_vn.vn_template
chart1551,1551,Thành phẩm nhập kho,chart155,2,0,0,asset_current,,l10n_vn.vn_template
chart1557,1557,Thành phẩm bất động sản,chart155,2,0,0,asset_current,,l10n_vn.vn_template
chart156,156,Hàng hóa,,1,0,1,asset_current,,l10n_vn.vn_template
chart1561,1561,Giá mua hàng hóa,chart156,2,0,0,asset_current,,l10n_vn.vn_template
chart1562,1562,Chi phí thu mua hàng hóa,chart156,2,0,0,asset_current,,l10n_vn.vn_template
chart1567,1567,Hàng hóa bất động sản,chart156,2,0,0,asset_current,,l10n_vn.vn_template
chart157,157,Hàng gửi đi bán,,1,0,0,asset_current,,l10n_vn.vn_template
chart158,158,Hàng hóa kho bảo thuế,,1,0,0,asset_current,,l10n_vn.vn_template
chart161,161,Chi sự nghiệp,,1,0,1,asset_current,,l10n_vn.vn_template
chart1611,1611,Chi sự nghiệp: Năm trứơc,chart161,2,0,0,asset_current,,l10n_vn.vn_template
chart1612,1612,Chi sự nghiệp: Năm nay,chart161,2,0,0,asset_current,,l10n_vn.vn_template
chart171,171,Giao dịch mua lại trái phiếu chính phủ,,1,0,0,asset_current,,l10n_vn.vn_template
chart211,211,Tài sản cố định hữu hình,,1,0,1,asset_non_current,,l10n_vn.vn_template
chart2111,2111,"Nhà cửa, vật kiến trúc",chart211,2,0,0,asset_non_current,,l10n_vn.vn_template
chart2112,2112,"Máy móc, thiết bị",chart211,2,0,0,asset_non_current,,l10n_vn.vn_template
chart2113,2113,"Phương tiện vận tải, truyền dẫn",chart211,2,0,0,asset_non_current,,l10n_vn.vn_template
chart2114,2114,"Thiết bị, dụng cụ quản lý",chart211,2,0,0,asset_non_current,,l10n_vn.vn_template
chart2115,2115,"Cây lâu năm, súc vật làm việc cho SP",chart211,2,0,0,asset_non_current,,l10n_vn.vn_template
chart2118,2118,Tài sản cố định khác,chart211,2,0,0,asset_non_current,,l10n_vn.vn_template
chart212,212,TSCĐ thuê tài chính,,1,0,1,asset_non_current,,l10n_vn.vn_template
chart2121,2121,TSCĐ hữu hình thuê tài chính,chart212,2,0,1,asset_non_current,,l10n_vn.vn_template
chart21211,21211,"Nhà cửa, vật kiến trúc",chart2121,3,0,0,asset_non_current,,l10n_vn.vn_template
chart21212,21212,Máy móc thiết bị,chart2121,3,0,0,asset_non_current,,l10n_vn.vn_template
chart21213,21213,Phương tiện vận tải,chart2121,3,0,0,asset_non_current,,l10n_vn.vn_template
chart21214,21214,"Thiết bị, dụng cụ quản lý",chart2121,3,0,0,asset_non_current,,l10n_vn.vn_template
chart21218,21218,TSCĐ hữu hình khác,chart2121,3,0,0,asset_non_current,,l10n_vn.vn_template
chart2122,2122,TSCĐ vô hình thuê tài chính,chart212,2,0,1,asset_non_current,,l10n_vn.vn_template
chart21221,21221,TSCĐ vô hình thuê tài chính,chart2122,3,0,0,asset_non_current,,l10n_vn.vn_template
chart213,213,TSCĐ vô hình,,1,0,1,asset_non_current,,l10n_vn.vn_template
chart2131,2131,Quyền sử dụng đất,chart213,2,0,0,asset_non_current,,l10n_vn.vn_template
chart2132,2132,Quyền phát hành,chart213,2,0,0,asset_non_current,,l10n_vn.vn_template
chart2133,2133,"Bản quyền, bằng sáng chế",chart213,2,0,0,asset_non_current,,l10n_vn.vn_template
chart2134,2134,"Nhãn hiệu, tên thương mại",chart213,2,0,0,asset_non_current,,l10n_vn.vn_template
chart2135,2135,Chương trình phần mềm,chart213,2,0,0,asset_non_current,,l10n_vn.vn_template
chart2136,2136,Giấy phép và giấy phép nhượng quyền,chart213,2,0,0,asset_non_current,,l10n_vn.vn_template
chart2138,2138,TSCĐ vô hình khác,chart213,2,0,0,asset_non_current,,l10n_vn.vn_template
chart214,214,Hao mòn tài sản cố định,,1,0,1,asset_non_current,,l10n_vn.vn_template
chart2141,2141,Hao mòn TSCĐ hữu hình,chart214,2,0,1,asset_non_current,,l10n_vn.vn_template
chart21411,21411,"Hao mòn nhà cửa, vật kiến trúc",chart2141,3,0,0,asset_non_current,,l10n_vn.vn_template
chart21412,21412,"Hao mòn máy móc, thiết bị",chart2141,3,0,0,asset_non_current,,l10n_vn.vn_template
chart21413,21413,Hao mòn phương tiện vận tải,chart2141,3,0,0,asset_non_current,,l10n_vn.vn_template
chart21414,21414,"Hao mòn dụng cụ, thiết bị quản lý",chart2141,3,0,0,asset_non_current,,l10n_vn.vn_template
chart21415,21415,"Hao mòn cây trồng, vật nuôi làm việc cho SP",chart2141,3,0,0,asset_non_current,,l10n_vn.vn_template
chart21418,21418,Hao mòn TSCĐ khác,chart2141,3,0,0,asset_non_current,,l10n_vn.vn_template
chart2142,2142,Hao mòn TSCĐ thuê tài chính,chart214,2,0,1,asset_non_current,,l10n_vn.vn_template
chart21421,21421,Hao mòn TSCĐ hữu hình thuê tài chính,chart2142,3,0,1,asset_non_current,,l10n_vn.vn_template
chart214211,214211,"Hao mòn TSCĐ đi thuê: Nhà cửa, vật kiến trúc",chart21421,4,0,0,asset_non_current,,l10n_vn.vn_template
